1000
3.8122862577438354492e-01,2.2493095695972442627e-01,5.2867287397384643555e-01
5.4767119884490966797e-01,3.9315113425254821777e-01,4.6719733625650405884e-02
6.0215455293655395508e-01,2.4500839412212371826e-01,7.9528856277465820312e-01
4.0214511752128601074e-01,5.3661334514617919922e-01,5.3653323650360107422e-01
2.0232528448104858398e-01,2.6051697134971618652e-01,4.2467629909515380859e-01
1.4356885850429534912e-01,7.8187644481658935547e-02,3.7575331330299377441e-01
4.1035363078117370605e-01,8.1875306367874145508e-01,5.9414375573396682739e-02
7.0397168397903442383e-01,1.9106096029281616211e-01,5.4544228315353393555e-01
1.7099380493164062500e-01,8.4450072050094604492e-01,4.1729468852281570435e-02
5.5690622329711914062e-01,3.0740639567375183105e-01,6.5525716543197631836e-01
5.3061139583587646484e-01,3.4109190106391906738e-01,5.7845407724380493164e-01
5.0785559415817260742e-01,1.8162997066974639893e-01,2.9728740453720092773e-01
4.2920142412185668945e-01,5.3506940603256225586e-01,1.8231375515460968018e-01
6.1549556255340576172e-01,1.4072661101818084717e-01,9.4067168235778808594e-01
4.6152201294898986816e-01,8.2955408096313476562e-01,1.5215168893337249756e-01
8.3060902357101440430e-01,6.0809111595153808594e-01,3.9117026329040527344e-01
8.8509976863861083984e-01,8.4895426034927368164e-01,9.4125604629516601562e-01
1.8573033809661865234e-01,9.6386063098907470703e-01,1.0587340593338012695e-01
8.4674814715981483459e-03,1.9760696589946746826e-01,7.4812185764312744141e-01
2.6348742842674255371e-01,2.1983635425567626953e-01,9.4473546743392944336e-01
5.2165728807449340820e-01,3.5738226771354675293e-01,6.7454862594604492188e-01
1.8287068605422973633e-01,1.4375092089176177979e-01,2.8381401300430297852e-01
5.4665321111679077148e-01,1.0687880218029022217e-01,6.8564546108245849609e-01
6.5306097269058227539e-01,7.5956875085830688477e-01,5.6293499469757080078e-01
6.0141718387603759766e-01,8.0353975296020507812e-01,5.6706416606903076172e-01
2.3547622561454772949e-01,9.4111329317092895508e-01,4.0407496690750122070e-01
2.3417623341083526611e-01,1.6445261240005493164e-01,7.4047696590423583984e-01
8.2027304172515869141e-01,1.5925709903240203857e-01,2.7447739243507385254e-01
9.4190251827239990234e-01,6.6604477167129516602e-01,2.4601076543331146240e-01
3.2154470682144165039e-01,4.6450445055961608887e-01,3.9274156093597412109e-01
9.1309279203414916992e-01,4.2723867297172546387e-01,9.1984814405441284180e-01
5.5151140689849853516e-01,2.0253404974937438965e-01,5.1559245586395263672e-01
5.2369499206542968750e-01,3.3353975415229797363e-01,4.7739988565444946289e-01
4.4340828061103820801e-01,6.1412787437438964844e-01,7.0424395799636840820e-01
2.7292716503143310547e-01,3.8441908359527587891e-01,4.1605931520462036133e-01
1.4895950257778167725e-01,8.9284855127334594727e-01,5.4475623369216918945e-01
1.1450865119695663452e-01,9.0849959850311279297e-01,2.2966936230659484863e-02
7.9369896650314331055e-01,6.1538372188806533813e-02,8.2087278366088867188e-01
1.2321209907531738281e-01,1.1544621735811233521e-01,3.3270445466041564941e-01
9.2774337530136108398e-01,2.2240017354488372803e-01,9.9625313282012939453e-01
1.6787081956863403320e-01,6.9977265596389770508e-01,9.4553780555725097656e-01
8.4821808338165283203e-01,3.9131492376327514648e-01,9.4573831558227539062e-01
6.5601825714111328125e-01,5.2472215890884399414e-01,6.3353139162063598633e-01
6.7377430200576782227e-01,2.4859581887722015381e-01,2.8843078017234802246e-01
